message,emotion,tokens
"She lied to me, I'm mad at her.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['She', 'lied', 'to', 'me', ',', 'I', ""'m"", 'mad', 'at', 'her', '.']"
Bye,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)",['Bye']
"I’m feeling really down today. Nothing seems to lift my mood, and everything feels a bit too heavy to carry. Just one of those tough days.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'feeling', 'really', 'down', 'today', '.', 'Nothing', 'seems', 'to', 'lift', 'my', 'mood', ',', 'and', 'everything', 'feels', 'a', 'bit', 'too', 'heavy', 'to', 'carry', '.', 'Just', 'one', 'of', 'those', 'tough', 'days', '.']"
"I worked hard, but still got blamed. It’s not fair!","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'worked', 'hard', ',', 'but', 'still', 'got', 'blamed', '.', 'It', '’', 's', 'not', 'fair', '!']"
Repeat,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)",['Repeat']
"I'm really frustrated right now,this isn’t okay!","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', ""'m"", 'really', 'frustrated', 'right', 'now', ',', 'this', 'isn', '’', 't', 'okay', '!']"
Its getting late. Please hurry up,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Its', 'getting', 'late', '.', 'Please', 'hurry', 'up']"
When bike is break ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['When', 'bike', 'is', 'break']"
anger,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)",['anger']
"I’m angry and disappointed. I had high hopes, but everything just fell apart.

","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'angry', 'and', 'disappointed', '.', 'I', 'had', 'high', 'hopes', ',', 'but', 'everything', 'just', 'fell', 'apart', '.']"
My heart burns with anger whenever I think about my lover!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'heart', 'burns', 'with', 'anger', 'whenever', 'I', 'think', 'about', 'my', 'lover', '!']"
Today we had lectures for 6 hours continuously ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Today', 'we', 'had', 'lectures', 'for', '6', 'hours', 'continuously']"
On poya day there is a lecture at university.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['On', 'poya', 'day', 'there', 'is', 'a', 'lecture', 'at', 'university', '.']"
"Whenever I hear, read or see the injustice that happens to men ","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Whenever', 'I', 'hear', ',', 'read', 'or', 'see', 'the', 'injustice', 'that', 'happens', 'to', 'men']"
I will kill you,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'will', 'kill', 'you']"
They said you wrong when you did good thing.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['They', 'said', 'you', 'wrong', 'when', 'you', 'did', 'good', 'thing', '.']"
I am feeling anger,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'am', 'feeling', 'anger']"
I'm so angry! I can't believe this happened. I trusted my friends but they let me down ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', ""'m"", 'so', 'angry', '!', 'I', 'ca', ""n't"", 'believe', 'this', 'happened', '.', 'I', 'trusted', 'my', 'friends', 'but', 'they', 'let', 'me', 'down']"
Talking to someone immature for their age.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Talking', 'to', 'someone', 'immature', 'for', 'their', 'age', '.']"
I’m honestly really frustrated right now,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'honestly', 'really', 'frustrated', 'right', 'now']"
Someone scolds me without making mistakes.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Someone', 'scolds', 'me', 'without', 'making', 'mistakes', '.']"
Don't call.. I'm not going to talk with you. ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Do', ""n't"", 'call', '..', 'I', ""'m"", 'not', 'going', 'to', 'talk', 'with', 'you', '.']"
Hearing gossips,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Hearing', 'gossips']"
Think before you do,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Think', 'before', 'you', 'do']"
My friends are cheating me,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'friends', 'are', 'cheating', 'me']"
Someone ignored me ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Someone', 'ignored', 'me']"
My brother broke my phone,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'brother', 'broke', 'my', 'phone']"
Why are you treating others badly,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'are', 'you', 'treating', 'others', 'badly']"
When wasting time,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['When', 'wasting', 'time']"
Someone blamed me for something I didn't do,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Someone', 'blamed', 'me', 'for', 'something', 'I', 'did', ""n't"", 'do']"
Its so hard to believe that my friend talk bad about me to others ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Its', 'so', 'hard', 'to', 'believe', 'that', 'my', 'friend', 'talk', 'bad', 'about', 'me', 'to', 'others']"
God please curse him,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['God', 'please', 'curse', 'him']"
"I’m really frustrated right now. Things didn’t go the way they should have, and it’s honestly exhausting dealing with the same issues over and over again","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'really', 'frustrated', 'right', 'now', '.', 'Things', 'didn', '’', 't', 'go', 'the', 'way', 'they', 'should', 'have', ',', 'and', 'it', '’', 's', 'honestly', 'exhausting', 'dealing', 'with', 'the', 'same', 'issues', 'over', 'and', 'over', 'again']"
I don't want anyone,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'do', ""n't"", 'want', 'anyone']"
I’m so angry right now,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'so', 'angry', 'right', 'now']"
" I’m really frustrated right now! It’s so unfair when things don’t go the way they should, and it feels like no one’s listening. This needs to change! 😠","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'really', 'frustrated', 'right', 'now', '!', 'It', '’', 's', 'so', 'unfair', 'when', 'things', 'don', '’', 't', 'go', 'the', 'way', 'they', 'should', ',', 'and', 'it', 'feels', 'like', 'no', 'one', '’', 's', 'listening', '.', 'This', 'needs', 'to', 'change', '!', '😠']"
When someone speaks rudely ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['When', 'someone', 'speaks', 'rudely']"
I'm done covering for people who don’t even try,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', ""'m"", 'done', 'covering', 'for', 'people', 'who', 'don', '’', 't', 'even', 'try']"
I'm feeling very much frustrated for what you did..,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', ""'m"", 'feeling', 'very', 'much', 'frustrated', 'for', 'what', 'you', 'did', '..']"
I have lectures this weekend again… feeling so tired and drained.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'have', 'lectures', 'this', 'weekend', 'again…', 'feeling', 'so', 'tired', 'and', 'drained', '.']"
"I’m really frustrated right now. I’ve been patient, but this situation keeps repeating, and it’s exhausting.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'really', 'frustrated', 'right', 'now', '.', 'I', '’', 've', 'been', 'patient', ',', 'but', 'this', 'situation', 'keeps', 'repeating', ',', 'and', 'it', '’', 's', 'exhausting', '.']"
I'm tired of this ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', ""'m"", 'tired', 'of', 'this']"
Give import to phone while talking ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Give', 'import', 'to', 'phone', 'while', 'talking']"
I’m done,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'done']"
Someone kicking my cats ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Someone', 'kicking', 'my', 'cats']"
Omg,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)",['Omg']
My friends talk gossip about me.... I will be angry with them...,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'friends', 'talk', 'gossip', 'about', 'me', '....', 'I', 'will', 'be', 'angry', 'with', 'them', '...']"
Mind your own business ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Mind', 'your', 'own', 'business']"
Do not come to near me i am so angry on you if you come surely i will hit you so please maintain the distance,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Do', 'not', 'come', 'to', 'near', 'me', 'i', 'am', 'so', 'angry', 'on', 'you', 'if', 'you', 'come', 'surely', 'i', 'will', 'hit', 'you', 'so', 'please', 'maintain', 'the', 'distance']"
I work hard for the assignment but the team members scold me ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'work', 'hard', 'for', 'the', 'assignment', 'but', 'the', 'team', 'members', 'scold', 'me']"
What the freak ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['What', 'the', 'freak']"
"I regret trusting your words, I should have known better. And the audacity to play the victim is mind boggling, at least have the courage to accept your wrongdoing without giving lame excuses. ","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'regret', 'trusting', 'your', 'words', ',', 'I', 'should', 'have', 'known', 'better', '.', 'And', 'the', 'audacity', 'to', 'play', 'the', 'victim', 'is', 'mind', 'boggling', ',', 'at', 'least', 'have', 'the', 'courage', 'to', 'accept', 'your', 'wrongdoing', 'without', 'giving', 'lame', 'excuses', '.']"
I wouldn't even care if she said something else again. ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'would', ""n't"", 'even', 'care', 'if', 'she', 'said', 'something', 'else', 'again', '.']"
Be away for while,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Be', 'away', 'for', 'while']"
"""They promised to help but didn’t show up at all. I’m so frustrated and disappointed!""","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['``', 'They', 'promised', 'to', 'help', 'but', 'didn', '’', 't', 'show', 'up', 'at', 'all', '.', 'I', '’', 'm', 'so', 'frustrated', 'and', 'disappointed', '!', ""''""]"
What the the,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['What', 'the', 'the']"
I'll talk you later,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', ""'ll"", 'talk', 'you', 'later']"
I am not sure how to face this,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'am', 'not', 'sure', 'how', 'to', 'face', 'this']"
When someone treat us badly,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['When', 'someone', 'treat', 'us', 'badly']"
I worked on our group project alone and still some group members complained! So frustrating,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'worked', 'on', 'our', 'group', 'project', 'alone', 'and', 'still', 'some', 'group', 'members', 'complained', '!', 'So', 'frustrating']"
Getting blamed when I’m not wrong,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Getting', 'blamed', 'when', 'I', '’', 'm', 'not', 'wrong']"
"I’m so mad right now, I can’t even explain how frustrated I feel. Go to the he'll.. ","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'so', 'mad', 'right', 'now', ',', 'I', 'can', '’', 't', 'even', 'explain', 'how', 'frustrated', 'I', 'feel', '.', 'Go', 'to', 'the', 'he', ""'ll"", '..']"
"I’m honestly really frustrated right now. Things just aren’t going the way they should, and it’s starting to get to me.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'honestly', 'really', 'frustrated', 'right', 'now', '.', 'Things', 'just', 'aren', '’', 't', 'going', 'the', 'way', 'they', 'should', ',', 'and', 'it', '’', 's', 'starting', 'to', 'get', 'to', 'me', '.']"
"I’m really frustrated right now—things aren’t going the way they should, and it’s hard to stay calm.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'really', 'frustrated', 'right', 'now—things', 'aren', '’', 't', 'going', 'the', 'way', 'they', 'should', ',', 'and', 'it', '’', 's', 'hard', 'to', 'stay', 'calm', '.']"
ohhh shitttt,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['ohhh', 'shitttt']"
Ohh okay,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Ohh', 'okay']"
"You are cheated on me.
","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['You', 'are', 'cheated', 'on', 'me', '.']"
go to hell,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['go', 'to', 'hell']"
I am not well ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'am', 'not', 'well']"
Don't make me as a option ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Do', ""n't"", 'make', 'me', 'as', 'a', 'option']"
My mother compared his skills to those of another.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'mother', 'compared', 'his', 'skills', 'to', 'those', 'of', 'another', '.']"
Junior not obeying us,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Junior', 'not', 'obeying', 'us']"
"I'm so angry right now. Nothing is going right, and it's really frustrating.

","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', ""'m"", 'so', 'angry', 'right', 'now', '.', 'Nothing', 'is', 'going', 'right', ',', 'and', 'it', ""'s"", 'really', 'frustrating', '.']"
When someone do bad things for me,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['When', 'someone', 'do', 'bad', 'things', 'for', 'me']"
"I’m honestly really frustrated right now. It feels like things are completely out of control, and I’ve had enough. I’m tired of being patient when nothing seems to change.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'honestly', 'really', 'frustrated', 'right', 'now', '.', 'It', 'feels', 'like', 'things', 'are', 'completely', 'out', 'of', 'control', ',', 'and', 'I', '’', 've', 'had', 'enough', '.', 'I', '’', 'm', 'tired', 'of', 'being', 'patient', 'when', 'nothing', 'seems', 'to', 'change', '.']"
I am angry,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'am', 'angry']"
I don't want talk about this ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'do', ""n't"", 'want', 'talk', 'about', 'this']"
"Without participating the group project, one of our group member telling that you could have done like this ","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Without', 'participating', 'the', 'group', 'project', ',', 'one', 'of', 'our', 'group', 'member', 'telling', 'that', 'you', 'could', 'have', 'done', 'like', 'this']"
I am angry with you,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'am', 'angry', 'with', 'you']"
I am very angry about to see his attitude ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'am', 'very', 'angry', 'about', 'to', 'see', 'his', 'attitude']"
You don't need to involve in this,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['You', 'do', ""n't"", 'need', 'to', 'involve', 'in', 'this']"
Someone scolds me without any reason,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Someone', 'scolds', 'me', 'without', 'any', 'reason']"
I will kill you,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'will', 'kill', 'you']"
When even loved one also does not understand us,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['When', 'even', 'loved', 'one', 'also', 'does', 'not', 'understand', 'us']"
Nothing,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)",['Nothing']
My phone strucked when I was in important work,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'phone', 'strucked', 'when', 'I', 'was', 'in', 'important', 'work']"
Why did this happen to me,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'did', 'this', 'happen', 'to', 'me']"
If anyone hurts me without any mistakes in me,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['If', 'anyone', 'hurts', 'me', 'without', 'any', 'mistakes', 'in', 'me']"
😠,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)",['😠']
"we are doing a lot of work,but our demonstrator didn’t praise and support us.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['we', 'are', 'doing', 'a', 'lot', 'of', 'work', ',', 'but', 'our', 'demonstrator', 'didn', '’', 't', 'praise', 'and', 'support', 'us', '.']"
Unnecessarily disturbing during sleep ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Unnecessarily', 'disturbing', 'during', 'sleep']"
( i won't say anything ),"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['(', 'i', 'wo', ""n't"", 'say', 'anything', ')']"
I was angry when the internet went down during an important online lecture I really needed to attend.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'was', 'angry', 'when', 'the', 'internet', 'went', 'down', 'during', 'an', 'important', 'online', 'lecture', 'I', 'really', 'needed', 'to', 'attend', '.']"
I got angry when my laptop suddenly crashed right before submitting an assignment on LMS.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'got', 'angry', 'when', 'my', 'laptop', 'suddenly', 'crashed', 'right', 'before', 'submitting', 'an', 'assignment', 'on', 'LMS', '.']"
IAM really angry ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['IAM', 'really', 'angry']"
My friend didn't obey my words,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'friend', 'did', ""n't"", 'obey', 'my', 'words']"
My group member doesn't care what I say,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'group', 'member', 'does', ""n't"", 'care', 'what', 'I', 'say']"
Why did you cut into the line?,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'did', 'you', 'cut', 'into', 'the', 'line', '?']"
"She doesn't know what happened, she just blames me.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['She', 'does', ""n't"", 'know', 'what', 'happened', ',', 'she', 'just', 'blames', 'me', '.']"
My assignment got deleted right before submission.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'assignment', 'got', 'deleted', 'right', 'before', 'submission', '.']"
Someone blames me without knowing the truth,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Someone', 'blames', 'me', 'without', 'knowing', 'the', 'truth']"
Roommate used my laptop without asking.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Roommate', 'used', 'my', 'laptop', 'without', 'asking', '.']"
"Group project = I did everything, again. 😠","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Group', 'project', '=', 'I', 'did', 'everything', ',', 'again', '.', '😠']"
Group mates ghosted me on submission day.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Group', 'mates', 'ghosted', 'me', 'on', 'submission', 'day', '.']"
Wi-Fi died during online Assignment.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Wi-Fi', 'died', 'during', 'online', 'Assignment', '.']"
Iam so frustrated ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Iam', 'so', 'frustrated']"
Waited 2 hours in the queue and they said system is down! ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Waited', '2', 'hours', 'in', 'the', 'queue', 'and', 'they', 'said', 'system', 'is', 'down', '!']"
Lost the game because of a lag! So frustrating! ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Lost', 'the', 'game', 'because', 'of', 'a', 'lag', '!', 'So', 'frustrating', '!']"
Roommate used my headphones again without asking!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Roommate', 'used', 'my', 'headphones', 'again', 'without', 'asking', '!']"
All plans were set and he bailed out last minute! Not cool. ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['All', 'plans', 'were', 'set', 'and', 'he', 'bailed', 'out', 'last', 'minute', '!', 'Not', 'cool', '.']"
Waited over an hour and they didn’t even bother to show up or inform!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Waited', 'over', 'an', 'hour', 'and', 'they', 'didn', '’', 't', 'even', 'bother', 'to', 'show', 'up', 'or', 'inform', '!']"
We have lectures on Sunday.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['We', 'have', 'lectures', 'on', 'Sunday', '.']"
Group mates didn’t do anything—again. I’m so done.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Group', 'mates', 'didn', '’', 't', 'do', 'anything—again', '.', 'I', '’', 'm', 'so', 'done', '.']"
Why do professors assign everything at once?!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'do', 'professors', 'assign', 'everything', 'at', 'once', '?', '!']"
He cheated on me again,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['He', 'cheated', 'on', 'me', 'again']"
My laptop crashed before I saved the assignment,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['My', 'laptop', 'crashed', 'before', 'I', 'saved', 'the', 'assignment']"
I was marked absent even though I was there!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'was', 'marked', 'absent', 'even', 'though', 'I', 'was', 'there', '!']"
People talking during class drives me mad.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['People', 'talking', 'during', 'class', 'drives', 'me', 'mad', '.']"
"If people just respected time, things wouldn’t be such a mess","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['If', 'people', 'just', 'respected', 'time', ',', 'things', 'wouldn', '’', 't', 'be', 'such', 'a', 'mess']"
Why does uni Wi-Fi always die during submissions?!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'does', 'uni', 'Wi-Fi', 'always', 'die', 'during', 'submissions', '?', '!']"
The exam paper was NOTHING like what they taught.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['The', 'exam', 'paper', 'was', 'NOTHING', 'like', 'what', 'they', 'taught', '.']"
Can’t believe the admin lost my documents again.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Can', '’', 't', 'believe', 'the', 'admin', 'lost', 'my', 'documents', 'again', '.']"
She is not replying to text messages ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['She', 'is', 'not', 'replying', 'to', 'text', 'messages']"
I hate when people take credit for my work.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'hate', 'when', 'people', 'take', 'credit', 'for', 'my', 'work', '.']"
This semester is testing my patience on every level.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['This', 'semester', 'is', 'testing', 'my', 'patience', 'on', 'every', 'level', '.']"
"""I kept quiet to keep the peace… but now I’m boiling inside.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['``', 'I', 'kept', 'quiet', 'to', 'keep', 'the', 'peace…', 'but', 'now', 'I', '’', 'm', 'boiling', 'inside', '.']"
I’m beyond fed up with being taken for granted.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', '’', 'm', 'beyond', 'fed', 'up', 'with', 'being', 'taken', 'for', 'granted', '.']"
So done with excuses and empty promises.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['So', 'done', 'with', 'excuses', 'and', 'empty', 'promises', '.']"
"    I keep explaining myself, but nobody listens.","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'keep', 'explaining', 'myself', ',', 'but', 'nobody', 'listens', '.']"
Why do people think my kindness is weakness?,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'do', 'people', 'think', 'my', 'kindness', 'is', 'weakness', '?']"
Losing patience faster than I thought I would today.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Losing', 'patience', 'faster', 'than', 'I', 'thought', 'I', 'would', 'today', '.']"
That was really unfair.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['That', 'was', 'really', 'unfair', '.']"
So frustrating.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['So', 'frustrating', '.']"
I can not believe they did that.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'can', 'not', 'believe', 'they', 'did', 'that', '.']"
I am tired of this.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'am', 'tired', 'of', 'this', '.']"
Why did you do that?,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'did', 'you', 'do', 'that', '?']"
He betrayed me.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['He', 'betrayed', 'me', '.']"
Someone scratched my bike and didn’t even leave a note.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Someone', 'scratched', 'my', 'bike', 'and', 'didn', '’', 't', 'even', 'leave', 'a', 'note', '.']"
Group project and I’m doing everything alone! Fed up!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Group', 'project', 'and', 'I', '’', 'm', 'doing', 'everything', 'alone', '!', 'Fed', 'up', '!']"
Trainer didn’t show up for the session. Time wasted.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Trainer', 'didn', '’', 't', 'show', 'up', 'for', 'the', 'session', '.', 'Time', 'wasted', '.']"
"Group chat full of memes, but no project updates","Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Group', 'chat', 'full', 'of', 'memes', ',', 'but', 'no', 'project', 'updates']"
Got blamed for something I didn’t even do in the group.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Got', 'blamed', 'for', 'something', 'I', 'didn', '’', 't', 'even', 'do', 'in', 'the', 'group', '.']"
Roommate took my charger and disappeared.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Roommate', 'took', 'my', 'charger', 'and', 'disappeared', '.']"
Why do people never listen properly the first time?! ,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Why', 'do', 'people', 'never', 'listen', 'properly', 'the', 'first', 'time', '?', '!']"
They changed the assignment deadline after I submitted!,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['They', 'changed', 'the', 'assignment', 'deadline', 'after', 'I', 'submitted', '!']"
I told them I didn’t want to be part of that drama—and they dragged me in anyway.,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['I', 'told', 'them', 'I', 'didn', '’', 't', 'want', 'to', 'be', 'part', 'of', 'that', 'drama—and', 'they', 'dragged', 'me', 'in', 'anyway', '.']"
Don't be disrespectful like u always do..,"Anger  
 (e.g.,  Lecturer canceled the class last minute again!)","['Do', ""n't"", 'be', 'disrespectful', 'like', 'u', 'always', 'do', '..']"
I have my presentation tomorrow,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'have', 'my', 'presentation', 'tomorrow']"
I’m really scared about the final exam. What if I fail again?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'really', 'scared', 'about', 'the', 'final', 'exam', '.', 'What', 'if', 'I', 'fail', 'again', '?']"
I have low percentage of attendance ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'have', 'low', 'percentage', 'of', 'attendance']"
This makes me nervous,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['This', 'makes', 'me', 'nervous']"
I’m really nervous about the exam tomorrow... I don’t feel ready... ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'really', 'nervous', 'about', 'the', 'exam', 'tomorrow', '...', 'I', 'don', '’', 't', 'feel', 'ready', '...']"
i don't text when I'm scared.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['i', 'do', ""n't"", 'text', 'when', 'I', ""'m"", 'scared', '.']"
